"logFC" "logCPM" "PValue" "FDR"
"HSD3B7" 1.33385620095041 4.403274797914 0.00590808391964792 0.970082407656138
"EXD2" 1.3233873848705 6.26648542102886 0.00593308867973087 0.970082407656138
"TSHB" 1.34255766638682 3.42569969562758 0.00595077140434727 0.970082407656138
"DOCK4" 1.34278537549418 2.34322257427048 0.00603621728927589 0.970082407656138
"HOOK1" 1.32050429095309 4.87678475385971 0.00624925875172936 0.970082407656138
"CD80" -1.32543524872122 3.89717275351297 0.00635904756989188 0.970082407656138
"KANK2" 1.33641054228413 3.50112395818361 0.00641631896984924 0.970082407656138
"GPR83" 1.32706411493934 3.99126762515754 0.00647074704463753 0.970082407656138
"SLC26A5" 1.30590048038713 5.27694827956375 0.00670821085492542 0.970082407656138
"C4orf46" 1.30388654704742 6.13253915582169 0.00672895465110249 0.970082407656138
"MAPRE3" -1.30945236459436 6.55938718380418 0.00672956490966395 0.970082407656138
"CCL20" -1.31940329673103 3.29095454429748 0.00678565237778729 0.970082407656138
"FRMD4A" 1.30599829567966 6.01243525999025 0.00679320343305909 0.970082407656138
"ANKIB1" 1.31634956408976 4.40651992973812 0.00680855722593195 0.970082407656138
"SREBF1" -1.32025166228386 2.25180774792633 0.00689579231367046 0.970082407656138
"PCDH17" -1.33087124471924 1.41449463120689 0.00701322040992764 0.970082407656138
"LAT" 1.29298733637815 8.22584548329023 0.00707038316895204 0.970082407656138
"CA13" -1.30106750786652 4.82075946931661 0.00709659231516825 0.970082407656138
"MYL10" 1.3033916908064 5.41938151910938 0.00710633127384386 0.970082407656138
"CACNA1B" -1.30580698058107 4.90851837596437 0.00713890035839468 0.970082407656138
"OR5AN1" 1.30398971891763 4.68500859668609 0.00720032891024844 0.970082407656138
"TBC1D24" -1.29789140464326 5.10189570821404 0.00721540452907771 0.970082407656138
"SLC35E4" -1.30712557795024 3.77098646438437 0.00723552352434733 0.970082407656138
"ACSM4" 1.29182794995965 6.51009159984419 0.00724077265492986 0.970082407656138
"TARS2" -1.30248262942635 4.07477841960646 0.0072417141137494 0.970082407656138
"KCNA10" 1.30915769590151 3.65658996863684 0.00726891919938191 0.970082407656138
"SMARCA1" -1.29025603664135 5.70454267930914 0.00730287064258103 0.970082407656138
"OTX2" 1.34229856605972 0.587841016032301 0.00731960842735807 0.970082407656138
"CENPE" -1.2912570943424 4.90803679851207 0.00737136975462753 0.970082407656138
"KLHL28" 1.29776966319741 4.89844707650825 0.00739438602283965 0.970082407656138
"KCNA7" -1.2883341725591 6.91643822760192 0.00741138757600206 0.970082407656138
"ARHGEF39" -1.29658147488411 4.56531380621776 0.00751819375892763 0.970082407656138
"HESX1" 1.30327679709173 3.25563200881997 0.00755536880815578 0.970082407656138
"SEMA6D" -1.28651319220689 5.51429773874944 0.00761262924441216 0.970082407656138
"SHBG" -1.28521549938039 5.74718916543811 0.00761554595375744 0.970082407656138
"ADGRG4" -1.30374709618385 2.37227709494944 0.0076288569589578 0.970082407656138
"ASS1" -1.28815615903971 4.31421721151482 0.00787965907574324 0.970082407656138
"SRC" 1.28038946018206 5.7296872738271 0.00788864670204067 0.970082407656138
"AC069499.1" 1.28152582868458 5.93483950613568 0.00791430977011693 0.970082407656138
"RGPD4" 1.28114606089921 5.80865332197901 0.00793854963271809 0.970082407656138
"SPPL2B" -1.28816668112674 3.77192004366507 0.0079500036327284 0.970082407656138
"RIMS2" 1.27692446416077 5.31994339221744 0.00810470062873334 0.970082407656138
"IGFALS" -1.29035355034868 2.182678478654 0.00815196374270404 0.970082407656138
"IRF2" 1.28665225202233 3.78886102104912 0.00815691854155693 0.970082407656138
"INSIG1" 1.27962050422285 4.39340169455381 0.00842145296399733 0.970082407656138
"FBXL7" 1.26386475022688 7.5684804103404 0.00843259249542721 0.970082407656138
"C9orf172" 4.64325883867251 -4.09683612607091 0.00853146572830009 0.970082407656138
"LRRC4B" 1.32304939005975 0.402306393072762 0.00859134022483514 0.970082407656138
"AADACL3" -1.27165938223654 4.64414214201665 0.00859970663127005 0.970082407656138
"RP11-392E22.9" 1.272238201767 4.78861223421513 0.0086538671088567 0.970082407656138
"ANGPTL7" 1.27076830241117 4.57177687113422 0.00867574173517283 0.970082407656138
"PIBF1" 1.2595806467942 7.10292176785569 0.00871260718014495 0.970082407656138
"FANCL" 1.26311443691508 5.54571869801729 0.00875946391706123 0.970082407656138
"CCDC134" -1.27486743738947 3.05016169722342 0.00877709815453671 0.970082407656138
"EPHB4" -1.25726337912995 6.02754718178143 0.00880082310476249 0.970082407656138
"TMEM54" -1.28116692572622 1.81854111957903 0.00883089904696592 0.970082407656138
"ZNF787" 1.26603635996117 4.92995541977222 0.00887734191357634 0.970082407656138
"GRHL3" 1.25586239515322 6.34666493072485 0.0088931530329941 0.970082407656138
"MRPL45" -1.26061947576275 5.73987911834447 0.00893969189446733 0.970082407656138
"USHBP1" 1.25537005031283 7.23841581991922 0.00895608232154375 0.970082407656138
"TVP23C" -1.26187828834103 6.57433793114807 0.00905268264690428 0.970082407656138
"GAGE12B" 1.26683648959617 4.12714433501624 0.00910759791915974 0.970082407656138
"ZNF789" -1.2521984709824 6.80543623346755 0.00916406147091767 0.970082407656138
"VAPB" -1.2524495590653 6.44144625882918 0.00926765487992292 0.970082407656138
"EIF1AY" -1.24535263407065 7.94000697876537 0.00928720063050254 0.970082407656138
"R3HDM4" -1.25123078540127 4.88159213742452 0.00937792638931112 0.970082407656138
"LRRC19" 1.25379632952191 4.89199062946124 0.00944223669289495 0.970082407656138
"PAPOLA" -1.2523967429735 6.65992033875707 0.00948310507921631 0.970082407656138
"AC005943.2" -1.26128881575656 3.87058066586171 0.00953119220349028 0.970082407656138
"PICK1" 1.24495849477811 6.10691295042962 0.00966682237443727 0.970082407656138
"AGO1" 1.23851555503227 7.33952074651699 0.00972798393473538 0.970082407656138
"CORT" -1.24400530218449 7.23468040386657 0.0098136539491749 0.970082407656138
"PLA2G7" 1.24353133883416 5.10902915695656 0.00984480257345636 0.970082407656138
"SUCO" 1.24978295810071 4.1593937963847 0.00990463245263532 0.970082407656138
"RPS4Y1" -1.23975727381458 6.49518811816266 0.010071359124099 0.970082407656138
"KLHDC8A" 1.24050955062395 4.99341153612745 0.010087955571424 0.970082407656138
"ACOT11" 1.25295302928025 2.6635563794855 0.0100928517773927 0.970082407656138
"P2RY6" 1.23912822461028 5.19999336886553 0.010212446265615 0.970082407656138
"MCM6" -1.23267295146315 5.83056107972786 0.0102208492739042 0.970082407656138
"AL139333.1" 1.23700173378781 4.95958831039085 0.0102474788375763 0.970082407656138
"GPS2" -1.23458966989206 6.37173457498046 0.0102553660937203 0.970082407656138
"IQCJ-SCHIP1" -1.23410649217087 6.06575929730569 0.010287262143899 0.970082407656138
"NCR1" 1.23571006360798 5.55027629603689 0.010321214678555 0.970082407656138
"AC213203.1" 1.23372324902638 6.41992659790813 0.0103711276107413 0.970082407656138
"HELB" -1.22880171485112 7.2414229457657 0.0103996640654145 0.970082407656138
"RRAGC" -1.23147934043165 6.60073783745501 0.0104318165559724 0.970082407656138
"KRT12" -1.22693317355406 5.71484871464688 0.0106308925824543 0.970082407656138
"SCGB1A1" -1.2332641746885 5.0978941542986 0.0107328121148018 0.970082407656138
"POMP" 1.24634389683036 2.02521898163228 0.0107335771319368 0.970082407656138
"SLC4A11" 1.23590541551829 4.01282170095217 0.0107530644316662 0.970082407656138
"SOHLH1" -1.23198148139321 4.63741243896497 0.0108691487738095 0.970082407656138
"SATB2" -1.2290022581403 4.79849799245168 0.0108793543761461 0.970082407656138
"GIMAP6" 1.21957148950409 7.0940720032755 0.0109590624267938 0.970082407656138
"LIN28B" -1.2211977903809 5.36005243014325 0.0110153128124231 0.970082407656138
"ZHX1-C8orf76" -1.21865083148048 5.77876304336218 0.0111052065693765 0.970082407656138
"NPL" -1.23986947091304 2.30028251780726 0.0111090916734702 0.970082407656138
"POLA1" -1.23804270829835 2.43742713835642 0.0112692053688867 0.970082407656138
"CARD16" 1.21273334297281 7.65675624839217 0.0113020826373931 0.970082407656138
"TIMM8B" 1.22203382350581 5.66362362206163 0.0113107553969183 0.970082407656138
"MRM3" -1.30267794386669 -0.194417781922932 0.0113392050567273 0.970082407656138
"TMED5" -1.23857081793815 2.52224021033894 0.0114070663648826 0.970082407656138
"MZT1" 1.21359533104367 7.63020347312836 0.0114607880032927 0.970082407656138
"DNALI1" -1.23129465079502 2.14450911692578 0.0115875579707295 0.970082407656138
"IFI27L1" -1.21408728006596 6.96332842570951 0.0116343610743641 0.970082407656138
"DPYSL5" -1.20902584601622 6.01970206073905 0.0117576739452781 0.970082407656138
"SCGB1C2" -1.22723867841529 3.01331618495749 0.0117597094973461 0.970082407656138
"DEXI" -1.20887908111764 6.17429944791298 0.0117672047174104 0.970082407656138
"OR6X1" 1.20655129528924 5.89602145752679 0.0119109114753455 0.970082407656138
"TIMM21" 1.20935848995087 6.89047245217913 0.0119304720915685 0.970082407656138
"MCF2L2" -1.21196696842833 6.89569368914291 0.0119822300155277 0.970082407656138
"LRRC8C" -1.21681584127576 3.80333184066252 0.0119822603959289 0.970082407656138
"ZNF645" 1.21994124004932 3.73619739182337 0.0119977239431399 0.970082407656138
"UPK1A" -1.22201950853753 3.06996790594647 0.0120303352045474 0.970082407656138
"DDR1" 1.22361064131864 2.01765104187042 0.0121082103683898 0.970082407656138
"ZNF747" 1.21669614426974 4.24897029429676 0.0122879029653863 0.970082407656138
"FOLR3" -1.21219751287768 3.90511400799448 0.0123951601507828 0.970082407656138
"ZNF384" -1.20077175503842 6.27335326657569 0.0124901391701775 0.970082407656138
"PRDX1" 1.19767433419488 5.6814522656932 0.0126828894164815 0.970082407656138
"EVA1B" 1.19855859808305 5.62582053835064 0.0127443066989254 0.970082407656138
"NCF4" -1.19755018820864 7.51626973323079 0.0128832482884948 0.970082407656138
"TOE1" -1.19842867245615 5.98737346041903 0.0128971449724362 0.970082407656138
"INO80E" -1.20898542933861 3.33028707344865 0.0129097615698579 0.970082407656138
"PRAMEF2" 1.28072868654521 -0.289551911428416 0.0129226583204581 0.970082407656138
"SH3D19" 1.19258214090443 7.03743159886232 0.0129799200163132 0.970082407656138
"NPY5R" -1.205205303547 3.46378412108589 0.0130331204183974 0.970082407656138
"PRRG1" 1.19595508047372 4.77052612632276 0.0131629561792186 0.970082407656138
"VENTX" 1.18797438493798 6.22110079989693 0.0131834350343055 0.970082407656138
"FEZ1" 1.20900699854572 1.83813138460297 0.0132242042103147 0.970082407656138
"TMA16" 1.19374607306527 6.56022743889118 0.0133513605520829 0.970082407656138
"ZNF823" 1.18713904777041 6.08100070060316 0.0134995026774543 0.970082407656138
"PELI2" -1.19206490758654 4.27836164847097 0.0136629263460141 0.970082407656138
"KLRG1" 1.18570749072504 5.26509780476145 0.0137508820589628 0.970082407656138
"AC011155.1" -1.18884411225443 4.89465285820788 0.0137567058997126 0.970082407656138
"SF3B6" 1.19206379958936 4.06864234980423 0.0138010204863251 0.970082407656138
"OLFM4" -1.17924920777387 7.12655278731993 0.013844362552508 0.970082407656138
"GAS1" -1.18162122580099 6.38109983415519 0.01387520414298 0.970082407656138
"THAP12" 1.18715754799874 4.708210178977 0.0138990526754557 0.970082407656138
"CST9" 1.18236463327025 4.90723492123155 0.01399282301097 0.970082407656138
"DFFA" -1.17913460832237 5.89950859096956 0.0140484328020074 0.970082407656138
"ZNF608" -1.18547862096067 7.14871190038941 0.0140836575805171 0.970082407656138
"KCNJ5" -1.18612669193246 5.51328036250508 0.0140847149322677 0.970082407656138
"BOLA2" 1.17738271719032 5.99003636980829 0.0140890233775182 0.970082407656138
"FBXW9" 1.19412845062987 2.73902184938935 0.0141204372995888 0.970082407656138
"SMCO3" -1.21313153103151 1.09712271440929 0.0141410971569057 0.970082407656138
"NCKAP1L" -1.18914568801028 4.38138299261325 0.0141458846375021 0.970082407656138
"PA2G4" 1.17682697547707 6.22342901917153 0.0141896881726862 0.970082407656138
"RP11-507K12.1" 1.17486900047575 6.00522308298696 0.0141942200693822 0.970082407656138
"AQP3" 1.1944032508462 2.26967995409915 0.0142040521794759 0.970082407656138
"CHP1" 1.17622512765097 6.2527780544566 0.0142156433157078 0.970082407656138
"DHRS9" -1.18162779224726 5.0274655357226 0.0142164459066333 0.970082407656138
"PAN2" -1.17665585786111 5.40907837448643 0.0142222800348021 0.970082407656138
"KLHL42" 1.17917521683225 5.86940649532653 0.0142282246082859 0.970082407656138
"AMMECR1L" -1.19126939237399 3.68471238552974 0.0142660428093082 0.970082407656138
"CEP55" 1.17233838824079 7.12576758117631 0.0142929765593147 0.970082407656138
"PSMD12" -1.26294239563167 -0.270057857127514 0.0143102520892965 0.970082407656138
"CHAF1B" -1.18242162816604 4.15572160105133 0.0144185825113011 0.970082407656138
"ROPN1B" -1.17653640319377 6.90552762011415 0.0144439453732684 0.970082407656138
"STRA6" -1.18130671469391 4.07327304720372 0.0144498168211089 0.970082407656138
"BUB1B" -1.17342346892512 5.92368030542254 0.0144664474835432 0.970082407656138
"CYP4Z1" 1.2385328271999 0.0383275286098134 0.0146251950902138 0.970082407656138
"TTC1" 1.22876735459358 0.238567448884033 0.0146861864414023 0.970082407656138
"ATP6V0E1" -1.17259622628211 5.56545749062955 0.0147067154270769 0.970082407656138
"SLAIN1" -1.17090958469635 5.20870843280143 0.0147868882810001 0.970082407656138
"DFFB" 1.17745245980711 4.16365056892961 0.0148295714641583 0.970082407656138
"OR7G3" 1.18385844744024 2.91859357690733 0.0148805188669462 0.970082407656138
"NEUROG1" 1.1776192162835 4.42731860090361 0.0149856275967669 0.970082407656138
"NYX" -1.18391716974876 3.24810784798248 0.0150168925290879 0.970082407656138
"B3GAT3" 1.16553395862134 5.89002797520221 0.0150244973666006 0.970082407656138
"ZCCHC17" 1.20147514027707 1.00030761843274 0.015061574279558 0.970082407656138
"MILR1" -1.16357628465371 6.34341202060878 0.0151272474059915 0.970082407656138
"ARHGAP44" -1.20713432321012 0.73451500805685 0.0151678925706007 0.970082407656138
"FRMPD3" 1.17228756592494 4.66175319252772 0.0152576667145137 0.970082407656138
"NVL" 1.16443102866866 5.71287588989601 0.015260024934435 0.970082407656138
"DYX1C1" -1.1692364956879 6.60480520216999 0.0152650394663076 0.970082407656138
"ZNF519" 1.16985933998663 5.43698413235322 0.0152727988431914 0.970082407656138
"HGD" 1.16160740848792 7.11118024090819 0.0153666093969591 0.970082407656138
"MCTS1" -1.1766825982336 2.4723242005113 0.0153768046501304 0.970082407656138
"FIBIN" 1.16833260075007 4.56583287014585 0.0154126089604849 0.970082407656138
"TRIM43" 1.16958578080572 4.13762399719537 0.0154369554431994 0.970082407656138
"CTXN3" -1.16691280427023 5.03469237391478 0.0154945910797987 0.970082407656138
"RWDD1" -1.16026671915676 6.04997611016377 0.0155413098259023 0.970082407656138
"PRAMEF15" 1.1714368531261 4.23477109906899 0.0155668838927432 0.970082407656138
"UQCC2" -1.1640784316472 5.6782341137519 0.0155710307261202 0.970082407656138
"OR8B2" -1.16975829251785 4.04643399959034 0.0156063048856892 0.970082407656138
"PSMC5" 1.1555198479487 7.47494102942352 0.015619250535278 0.970082407656138
"PINLYP" 1.22243205183041 0.139889453860368 0.0156270526296152 0.970082407656138
"ETFB" 1.15943918439072 5.87602291246645 0.0156524424507621 0.970082407656138
"THEMIS2" 1.15777232388963 7.14297798917166 0.0156856092089229 0.970082407656138
"ICAM3" -1.16622589545683 4.59499709606184 0.0156881501734259 0.970082407656138
"PGP" 1.15887350930711 5.41154973159105 0.0158665590579358 0.970082407656138
"IQCD" -1.15625350178979 7.38936410773324 0.0159083179023082 0.970082407656138
"ZNF296" 1.1723545085219 3.25017215112629 0.0159698059519923 0.970082407656138
"FBXO2" -1.17000328245601 3.32280517295672 0.0159817966902189 0.970082407656138
"ZC3H11A" 1.17101730556133 2.20170620322782 0.0159820031362461 0.970082407656138
"SPATS1" 1.17177819548402 2.21272283887232 0.0159955431925818 0.970082407656138
"FAM83D" -1.15849492392268 6.60375913590841 0.016036229879608 0.970082407656138
"SIKE1" -1.15938648239028 6.8515542413071 0.0160755768212015 0.970082407656138
"PRR16" -1.15524835295787 7.01135919463773 0.0161208695445998 0.970082407656138
"SLC29A2" 1.15800949663946 5.17593441076992 0.0161700890058966 0.970082407656138
"CCDC51" -1.15703835418191 6.99777582397102 0.0161740033910332 0.970082407656138
"RP11-404P21.8" -1.15325087816765 5.33284265558403 0.0162785184477955 0.970082407656138
"CEND1" -1.15437953483746 5.21812876447725 0.0163708398286552 0.970082407656138
"AADACL2" 1.16637726828297 3.13193771664595 0.0163900061278311 0.970082407656138
"EDA" 1.16861342985528 2.31734125585458 0.0164105799799402 0.970082407656138
"UBE2U" 1.16846355065641 3.68191838799281 0.016421370748017 0.970082407656138
"PSMA4" -1.15729864548228 4.63433354285415 0.0164242855418289 0.970082407656138
"RP11-330H6.5" 1.15769353060043 4.7433906132771 0.0165310645694396 0.970082407656138
"GGNBP2" 1.15694833130521 4.54054699370011 0.016634598845774 0.970082407656138
"SAMD1" -1.15656494650257 4.57917074946243 0.0166587168031091 0.970082407656138
"CPN1" 1.16374994249028 2.15640881250443 0.0170696797883997 0.970082407656138
"HBD" 1.14395877140699 5.64452173093346 0.0170743037254524 0.970082407656138
"DHX33" 1.14299963018631 6.18799772984315 0.0171324786870826 0.970082407656138
"AGBL3" -1.14402154006693 5.79969877075636 0.0172937980678861 0.970082407656138
"UCHL5" -1.14664479361886 5.0133952192505 0.0173095166062502 0.970082407656138
"D2HGDH" -1.16029633137751 1.79214992383807 0.0173627696269106 0.970082407656138
"HDAC6" 1.15678205062191 2.31157520349115 0.0173782720132742 0.970082407656138
"RHOF" 1.15443737493958 3.20364279990577 0.0174043170804859 0.970082407656138
"PHYHD1" 1.14064866540086 5.79178746148323 0.0174171698456696 0.970082407656138
"FGF1" 1.14857897178161 5.31962318228244 0.0174344660453259 0.970082407656138
"WRAP73" 1.13740072456564 5.95726310482674 0.0175038337039628 0.970082407656138
"AL158839.1" 1.14003733219606 6.77467765695984 0.017504457399166 0.970082407656138
"PRMT8" 1.15141558566635 3.79166185762808 0.0175280538194895 0.970082407656138
"GEM" 1.14091657362393 6.07544868586081 0.01757245907333 0.970082407656138
"OR2K2" -1.13969436895254 5.52071576078244 0.0176369438230495 0.970082407656138
"FAM153B" -1.16279348384238 1.77122166310325 0.0176417720082626 0.970082407656138
"TEX261" 1.14779041439375 4.01056405741677 0.0176818356192755 0.970082407656138
"FKBP9" 1.19696714606389 0.18330531406819 0.0177181970928217 0.970082407656138
"RPL10A" 1.1578762555382 3.2982776558646 0.0177927463781906 0.970082407656138
"ZNF486" 1.13726616496859 5.48666026298346 0.0178549554926366 0.970082407656138
"LRRC16A" -1.1339032350718 6.16697607231838 0.0179669896095618 0.970082407656138
"ZNF662" -1.13904155832667 5.25817555707444 0.0179847027587033 0.970082407656138
"BLID" 1.14666953493357 2.52182291441506 0.0180935085592538 0.970082407656138
"ZNF578" -1.14577243479544 3.49542744855942 0.018104598773566 0.970082407656138
