"logFC" "logCPM" "PValue" "FDR"
"onion" 6.44400191241612 9.02256214848245 5.24040886705708e-27 3.08737147105942e-24
"horseradish" 6.42518848188786 9.21100676358319 7.08234511907074e-27 4.05332728800303e-24
"olive" 6.37541047751596 8.02026050934923 9.65944104006921e-27 5.27897270537651e-24
"kiwi" 6.37494328558047 8.04449443922172 9.75098547745649e-27 5.27897270537651e-24
"rhubarb" 6.40621598908172 12.1367705227349 1.38349865384187e-26 7.29285829871222e-24
"beet" 6.33463596893579 7.67122084858333 1.82835368827287e-26 9.39070582815227e-24
"lime" 6.2985094361187 12.2324053583071 5.44077719919708e-26 2.72460520192792e-23
"watercress" 6.24913609273669 11.23775669962 9.17334081751975e-26 4.48173633940825e-23
"strawberry" 6.21162761600766 12.3297966411089 1.64074512294928e-25 7.82518227566596e-23
"pea" 6.11753100578991 12.2731426277931 5.35903375863534e-25 2.49643733067964e-22
"sage" 6.09273261172328 10.744404150523 6.22195668902198e-25 2.83254578267726e-22
"nectarine" 5.98647734589605 10.6238624031624 2.34410581074481e-24 1.04343963322287e-21
"eggplant" 5.9284575393624 8.25256690833799 3.01161615814762e-24 1.31142789704033e-21
"rutabaga" 5.96548021982771 11.1413381702191 3.25582684451185e-24 1.38760569196632e-21
"lavender" 5.94117544245561 6.91448887937099 3.4942961560451e-24 1.45821346461957e-21
"tamarind" 5.90291741128198 9.88296317553438 6.14390000965345e-24 2.51160124680344e-21
"cherry" 6.01365743892865 4.58773084144043 1.81517060490307e-23 7.27193647736269e-21
"DOK5" -2.12069786332569 4.28056133854278 2.23463140840482e-05 0.00877684347877587
"ITPR1" -1.93841253162615 2.57012572245917 0.00010964308337965 0.0422357808303419
"ACOXL" -1.90675163631989 4.82979941202559 0.000118446557859175 0.0447660943486253
"TCF4" 1.85904001354224 5.80547148961861 0.000151628258424565 0.0562456600833791
"SPINK4" 1.76707238447886 6.28499554250953 0.000314240128294123 0.11444625472472
"DNAJB14" 1.73475578432864 7.8371271875996 0.000351466682105923 0.125718376951138
"DNTTIP2" -1.76873407511325 2.27528636028305 0.000389821354236097 0.136991430643917
"THSD1" -1.70890438502367 6.42775036289144 0.00046886170385229 0.161681138543987
"LAMC3" -1.70686551075354 5.81833001668288 0.000476221215820241 0.161681138543987
"ZNF223" 1.6921171432718 5.71577256992317 0.000519881396502217 0.171141348017466
"TLR9" 1.68853692740196 6.63141108163571 0.000521173292849355 0.171141348017466
"ZFYVE26" -1.65083335919902 6.28302418301242 0.000730791541099099 0.23610460257671
"PKNOX2" 1.63043808297235 6.60955217194301 0.000792637994241829 0.252021137502509
"A3GALT2" 1.62569738042783 5.73541681356224 0.000839014954496242 0.26259857114866
"NCK2" -1.63973410781134 2.75417389309532 0.00093838269873998 0.289180674437855
"N4BP2L1" -1.61557595227531 4.78731461687167 0.0010095359878154 0.304979993471504
"PIK3C2G" 1.61628377386933 4.34502808145493 0.00102744986426898 0.304979993471504
"CYLD" -1.6273365491111 2.39970958700976 0.00103532722061117 0.304979993471504
"DNPEP" 1.58632668704778 5.75275712759101 0.00110771535576692 0.321574583932857
"GRM3" 1.58475527827618 6.0970773943971 0.00116289021967261 0.332598382234725
"AL137164.1" -1.6166815730291 1.69644254497743 0.00118885876218195 0.332598382234725
"AKAP5" -1.57393085292092 5.25379341464969 0.00119550114926365 0.332598382234725
"KRT13" -1.5719583515185 5.21553885186241 0.00122414531461586 0.335902120507812
"YES1" 2.15515752025021 -2.46876234748148 0.00131504285509951 0.355967884195922
"FKBP9" 1.63816380917207 0.319012753818393 0.00134580211964255 0.359436830114133
"HPD" -1.58344335943543 3.24501006861303 0.00136375651454772 0.35943956240665
"ZNF697" -1.57732217588425 2.24068513256172 0.0014876299398861 0.386996302933227
"CGRRF1" -1.53463378692711 6.84981532516425 0.00150853071858448 0.387402292614946
"RP11-638I8.1" -1.53127511611023 5.90764470822135 0.00165157388816545 0.418768057643571
"RFXANK" 1.63758974678589 -0.084443117424982 0.00168420067623225 0.421702796820103
"SEPT9" 1.50853138368806 7.2214733644242 0.001748391327661 0.42989052831556
"ACRBP" 1.53784127659396 4.65243688266188 0.00175982343976216 0.42989052831556
"PARP4" 1.50281810319866 5.5623411877779 0.00189146991335538 0.453655435847372
"AGBL1" 1.52432369494316 3.76551148388257 0.00190240410419745 0.453655435847372
"ADAMTS3" 1.52189530864504 4.04196726575319 0.00192731399192578 0.454188547909004
"ECHDC3" -1.51835927986663 4.16548920701803 0.00197725674163619 0.460539881299006
"CTRC" -1.52069325467687 3.28432044480579 0.00203385464962241 0.464996129383333
"CCDC51" -1.49128492451504 6.72983675167805 0.00204281660355116 0.464996129383333
"DLG3" -1.49078952929621 6.59995269479939 0.00207313534221044 0.466595213930532
"MCF2L2" -1.48687322155209 6.6443390385385 0.00211956647578153 0.469151458165131
"GIGYF2" -1.52360324366447 1.85656693802276 0.00217563121274536 0.469151458165131
"ATP6V0E1" -1.48280248116872 5.30402435596739 0.00218684564481315 0.469151458165131
"CSNK1G1" 1.50180943825142 3.93150517661034 0.0022014808316207 0.469151458165131
"LRRC42" -1.4811765346276 5.32138235486899 0.00220159937434588 0.469151458165131
"PHLPP2" -1.47371321085985 5.13485368284023 0.00241577766962707 0.504490122218925
"PRKCQ" -1.46844463095812 5.694058065511 0.00243392212713174 0.504490122218925
"OR10Z1" -1.46118998952749 5.42925065247688 0.00244977431922601 0.504490122218925
"HTR1A" -1.46194744133132 5.52357407838 0.00246817592618714 0.504490122218925
"DEPDC1B" -1.52167866473212 0.904373681542101 0.00256117701665054 0.518181062621018
"DCP1B" 1.48509218015508 2.95157996685223 0.00258689562488651 0.518181062621018
"RIC8A" -1.50768252701121 1.26016366622816 0.00265074457092585 0.525713509903125
"NKX6-3" 1.44945653633898 5.22178525784106 0.0027708278713805 0.544141696976694
"FAM19A3" -1.47116610222083 3.0045218426946 0.00286324927241232 0.556832487142633
"ZNF615" -1.44177642799985 5.19508672217478 0.00293409705858674 0.561062876396612
"SLC26A2" -1.43541611696655 5.56561356115202 0.00295637335785788 0.561062876396612
"TJAP1" -1.43305739968341 5.38888741440775 0.00297241652112705 0.561062876396612
"LIPF" 1.44754648494757 4.90392240846663 0.00300180654712495 0.561062876396612
"MYBL2" -1.45196019375604 3.65163941001655 0.00306918415904256 0.561062876396612
"HECTD1" -1.42674332569596 5.45482368528387 0.00307207476573497 0.561062876396612
"ZNF740" 1.44352402995109 4.90228907288943 0.00308107016143115 0.561062876396612
"FAM210B" -1.42194076695596 6.93656346518059 0.00316655159149742 0.571434188552116
"GRID2IP" -1.4288230153087 6.08635964577603 0.00327784169544713 0.579101606354105
"PANK1" -1.43941016126267 4.16400902930451 0.00329299938601111 0.579101606354105
"AHNAK" 1.43272018138578 4.91052072924486 0.0032957707116154 0.579101606354105
"PCDHGA5" -1.41673234921053 6.62152472126291 0.0033587217028654 0.581296746205267
"DNAH3" -1.44683587129017 2.41439324888186 0.00338553891959677 0.581296746205267
"CPXM2" -1.41363571715993 5.35509445915029 0.00339532321431862 0.581296746205267
"KLHDC7A" 1.40950453697722 5.42347372520172 0.00343079842632507 0.582392570150149
"SRR" -1.41380923159006 6.19038830754423 0.00360009086440808 0.604003883842758
"VAX1" -1.40280173412322 5.36709317557162 0.0036299154226019 0.604003883842758
"SMARCA4" -1.40296987012682 5.57473114090554 0.00364856821651309 0.604003883842758
"ACAP2" -1.42176112183539 4.71356873248682 0.00368243941274904 0.604614294071934
"SLC25A16" 1.41977856741607 3.66910969957344 0.00374344866075718 0.608477951094743
"ABCA3" -1.39362293846116 8.32517072484575 0.00376672487323389 0.608477951094743
"TMEM242" -1.40180656501229 5.83081256413753 0.00381073013087902 0.610605494489828
"TMEM234" 1.41821791037116 4.59727341399131 0.00384628676998743 0.610605494489828
"PABPC1L2B" 1.43046059916953 1.77959173637543 0.00388271410609702 0.610605494489828
"AIMP1" 1.41516626692736 3.43213550689945 0.00392085588181855 0.610605494489828
"THOC7" -1.42898116149559 1.8022210900387 0.00393231035840386 0.610605494489828
"IDUA" 1.3885908302477 5.27030644446435 0.00405105826355368 0.616544807639385
"C4orf45" -1.38531523190938 5.52609534914462 0.00405166182904171 0.616544807639385
"TCERG1" -1.41597959149796 2.48498714147876 0.00406289823815081 0.616544807639385
"ZNF394" -1.4076947289416 4.55559255223182 0.00413365602999082 0.619537354910784
"WIPF2" -1.40090249089785 4.22930494700831 0.00419186664841046 0.619537354910784
"PLEKHG5" 1.40019410272141 4.17910738130411 0.00420088834645978 0.619537354910784
"EFNB3" 1.40354421968765 3.46337254625117 0.00420633419539048 0.619537354910784
"OAZ1" 1.39518065162609 4.23730585150062 0.00433274552911659 0.633497997764484
"PTCHD4" -1.39732393817625 2.87429449268769 0.0045192235916227 0.655975128723148
"FAIM2" 1.35891064393033 7.18336748316497 0.00464569640894739 0.669481617033275
"FUK" -1.40032671012929 1.84555451791458 0.00472686214892383 0.676312683607809
"C5orf51" -1.37898709208336 4.63278124185118 0.00487826064018379 0.687211498080968
"CRYGN" 1.36782253003515 4.96860208547793 0.00489632627813677 0.687211498080968
"PNLIPRP1" 1.37490586794529 3.72680480607294 0.00493282540804039 0.687211498080968
"RBL2" -1.37710429817906 4.45447534534186 0.00494026537485195 0.687211498080968
"PPP1R13B" -1.35079122484871 5.35958449444604 0.00504612898820738 0.696978280128987
"RANBP3" -1.3494871228488 6.64761343858128 0.00512583022146024 0.696978280128987
"NDUFB3" -1.3462126146309 5.42301851950793 0.00512702503076886 0.696978280128987
"MAVS" 1.35477559341256 6.237388724003 0.00520146291376462 0.696978280128987
"MDC1" 1.39204382548067 1.31084460785566 0.00526507798957637 0.696978280128987
"TMEM33" -1.35098051262165 5.9997649573426 0.00533673623003425 0.696978280128987
"ZNF761" 1.33907393682508 5.46659562830366 0.00536136829570232 0.696978280128987
"FAM181A" -1.36015448525602 4.72882966548731 0.00537629667795091 0.696978280128987
"ZFAND4" 1.3382335451786 5.46694579386849 0.00538965651492762 0.696978280128987
"ZNF516" 1.33689679435622 7.00626167186877 0.00539740187285988 0.696978280128987
"DYRK1A" -1.41558748810933 0.4479640236437 0.00548180961377567 0.696978280128987
"JAKMIP2" -1.3347056787398 6.78371764312362 0.00556155812055747 0.696978280128987
"CHMP4B" -1.34404662962846 6.16192016696043 0.00556602226340812 0.696978280128987
"TEX261" 1.35390647172033 3.98240395875528 0.00559214506265137 0.696978280128987
"FOXD3" -1.34285888147025 6.13972848005152 0.00560875216007583 0.696978280128987
"PTAR1" 1.45180366894982 -0.398728461425711 0.00562721622228365 0.696978280128987
"CDC42SE1" -1.34254852487826 5.02995139217959 0.00566206789552799 0.696978280128987
"KIF1B" -1.33153982083246 5.52653920016877 0.00567103043891129 0.696978280128987
"CLTB" 1.33424602636355 5.65049478486017 0.00567158203090335 0.696978280128987
"STPG1" 1.33436387406123 5.96279973159516 0.00588089555618105 0.718294017596723
"RAB33B" -1.32494149963831 5.64890800269064 0.00600870496862133 0.719779795109624
"TBC1D3G" -1.32107026528679 5.53136888030797 0.00605147650919934 0.719779795109624
"RNF215" -1.32076475527565 6.78504960386313 0.0060586982599235 0.719779795109624
"PLCH2" -1.32467010553955 5.69973202511446 0.00606159360483624 0.719779795109624
"PRAMEF5" 1.31976854028494 6.78746655603882 0.00609265472872518 0.719779795109624
"SH3BP1" 1.37270337427654 0.97160773555393 0.0061340798920875 0.719779795109624
"DMRTC1B" -1.32376102572689 6.4541394097842 0.00615287456350819 0.719779795109624
"DBR1" 1.31278851323368 7.6597836905109 0.00620648280355615 0.719779795109624
"CNGA3" -1.31893770639509 5.27816189248041 0.00624098873221932 0.719779795109624
"EBLN1" -1.31121216851056 7.53329189918886 0.00626298810560741 0.719779795109624
"OGFOD3" 1.31720544239878 5.65263951556558 0.0062974460385117 0.719779795109624
"POU3F1" 1.33316993321995 4.2384586794743 0.00632793252366278 0.719779795109624
"PPIL2" 1.31444087901166 6.63879888974272 0.00636019288774417 0.719779795109624
"HMGXB4" -1.3205907641534 5.99774789467441 0.00642259098475696 0.722757977616104
"ABCG2" -1.31533489953916 6.1510145487262 0.00662892321100993 0.729511789976065
"VPS9D1" -1.30962941746125 5.69530510551897 0.00663848582889997 0.729511789976065
"SPOCK3" 1.31253669071378 5.14939376608848 0.00664284926991129 0.729511789976065
"SOX9" 1.34574410265996 1.50489972138407 0.00671309833061173 0.729511789976065
"PDHB" 1.31257154194268 6.10552566335054 0.00674137008657841 0.729511789976065
"SELO" -1.3226836846985 4.01635903417749 0.00676501629292529 0.729511789976065
"DHX29" 1.32693012945271 2.85744077361968 0.00691539397577833 0.729511789976065
"UBE2R2" -1.30546627178378 5.85292888476192 0.00692850141418678 0.729511789976065
"XXbac-BPG32J3.19" -1.31889820901629 3.85753957911814 0.00693110819549224 0.729511789976065
"HIST1H2BA" 1.32518473852485 2.65313067373076 0.00696559124092252 0.729511789976065
"TATDN2" 1.30214368223275 5.20811832345573 0.00699489921448957 0.729511789976065
"LUZP6" -1.316696855706 4.2791197905169 0.00699770897321815 0.729511789976065
"ZNF443" 1.3161695192425 4.06362760593009 0.0070130615737337 0.729511789976065
"MRPL28" 1.29212731282958 7.06631333132124 0.00707228118572981 0.729511789976065
"CCDC144A" 1.29937099822717 6.49540302245542 0.00708838522594658 0.729511789976065
"CCDC140" -1.29841997154514 5.75117967224242 0.00715210256946426 0.729511789976065
"TRIM56" 1.29728760103491 5.84299461904231 0.00726546076805856 0.729511789976065
"BMP1" 1.31014335226985 4.09528699717857 0.00726831331189798 0.729511789976065
"FXYD6" -1.29173709286881 5.6719224462275 0.00737107341982772 0.729511789976065
"GALP" -1.2939116654868 5.15992507873576 0.00742308322715915 0.729511789976065
"CKMT2" -1.28896218438494 5.31726854680695 0.00742698101436446 0.729511789976065
"SMARCD1" -1.29145697562086 5.7643129759022 0.00746742767906758 0.729511789976065
"TYW1" 1.29034933210126 5.71526786622799 0.00747091318411863 0.729511789976065
"LRRC39" -1.47656394583295 -1.04000638737052 0.0074834121162874 0.729511789976065
"RPS3A" 1.31223277429129 3.14024417378509 0.00748496527017671 0.729511789976065
"CD300LG" -1.28541765097797 5.52924113666721 0.00751151269236298 0.729511789976065
"PLCH1" 1.31315232475026 2.94479001552742 0.0075162536425893 0.729511789976065
"BLID" 1.31317824959785 2.46426212437783 0.00754066340612788 0.729511789976065
"SLC44A4" 1.29141659958123 5.88393722694532 0.00755750075966099 0.729511789976065
"ASB6" -1.2798952758667 7.1475929985775 0.00757518108506922 0.729511789976065
"ILF3" -1.28929228089671 6.40237461714987 0.00762989005901557 0.731264726182492
"SCT" 1.30604593573397 3.21412003313 0.00772118780156423 0.736491013586348
"MYO1A" -1.29672778993566 3.87300907580415 0.00790196395671903 0.75016227496227
"CDC37L1" -1.27505625628033 6.7948944080837 0.00798435019795257 0.75440810761881
"VPS4B" -1.30062709447937 3.12986854296371 0.00805242856549199 0.757268528616761
"ZNF670-ZNF695" 1.27177698857446 5.39157896645591 0.00811354455099336 0.759450518228729
"RP11-447L10.1" -1.27949058390591 5.97938469468362 0.00819732312166345 0.763723625349026
"KRTAP5-2" -1.29023126659862 4.64837148090455 0.00828131161679923 0.764604752570179
"DNAH17" -1.26938560762658 5.54293365701399 0.00828312272516244 0.764604752570179
"CTAGE1" 1.27528240014063 5.92419317651181 0.00835266605531142 0.766559318497081
"EDDM3B" -1.28862353951482 4.5116467180818 0.0084310444678501 0.766559318497081
"C19orf57" 1.27990777320501 4.88731653854824 0.00844085741945779 0.766559318497081
"THAP11" -1.28243171491429 4.76293663493137 0.00850231748848526 0.766559318497081
"AUH" -1.27262623839716 6.31394005118033 0.00852387119037156 0.766559318497081
"C14orf1" -1.28846336220396 3.30362755786837 0.00853390884253652 0.766559318497081
"SERPINF1" 1.2814585031855 4.12938324533222 0.00860487739400273 0.769483478032449
"KPRP" 1.28530089954376 3.17122858294401 0.00874117961569261 0.772124116393472
"CCRL2" -1.26448219520084 5.75917332047245 0.00876126513658748 0.772124116393472
"RET" -1.28222397212008 3.38690138721112 0.00880054186188923 0.772124116393472
"ADCY3" -1.28556242035605 2.48849788292213 0.00882964581090049 0.772124116393472
"BRS3" 1.28051989398452 3.36633848436484 0.00886935461010167 0.772124116393472
"AQP7" 1.3079732613895 1.05696121846922 0.00891774817587477 0.772124116393472
"EIF3CL" -1.27970701771854 3.3221885368496 0.00897087633543637 0.772124116393472
"VEGFD" 1.2572210901635 5.61358141737781 0.00897778754933215 0.772124116393472
"ADGRF5" -1.28127891634267 2.8742500959745 0.0090204660820243 0.772124116393472
"CERS3" -1.27248652851094 4.1235411398625 0.00908421943834727 0.772124116393472
"SLTM" 1.29351028135799 1.31306424485341 0.00911011679241687 0.772124116393472
"PLCB4" -1.2533559415424 5.5450080250355 0.00911114231715468 0.772124116393472
"PIK3R2" 1.27427356987055 4.58606169405862 0.00916865996226193 0.772124116393472
"ZNF224" 1.27021593925716 4.27631738886691 0.00917941967791135 0.772124116393472
"LZIC" 1.25981762781706 6.17544847197223 0.00921260365523638 0.772124116393472
"KIF1C" -1.25200664965905 6.52249250608207 0.00936375580266023 0.780956232129167
"BTBD18" 1.24713679369687 5.52106594458962 0.00941528245916093 0.780956232129167
"AKAP8L" 1.24325098337053 8.00379986199721 0.00945881697974923 0.780956232129167
"TOMM40L" 1.24453552288331 5.45605081543688 0.00948215764578104 0.780956232129167
"C1QL2" 1.25527801245662 5.01778122414385 0.0095432671147299 0.780956232129167
"VPS33A" 1.28854987731272 1.33318981504261 0.00959827319052687 0.780956232129167
"GPR155" -1.24928235234105 6.4363232760233 0.00962073014927373 0.780956232129167
"EMC8" 1.24372478532345 5.34388248524212 0.00966074769078529 0.780956232129167
"NHS" -1.45700874651427 -1.32055112921224 0.00966887052908159 0.780956232129167
"KLF11" -1.23869364824477 6.9609035832158 0.00979777566598455 0.787176044697643
"PDCD11" 1.24871504515815 6.03671144590658 0.00984879912542146 0.787176044697643
"MAJIN" 1.25822667262238 3.88760245816204 0.0098637705166546 0.787176044697643
"MYL10" 1.24331147098463 5.20259829018462 0.0099250446899826 0.788922897559688
"SENP5" 1.240718922658 5.67651033142861 0.00997044333733077 0.789399013794754
"HFE2" -1.24039229515308 6.48334897131289 0.010071880350683 0.794290690175317
"CTRB1" 1.25953883442332 2.79990110551642 0.0102331692039227 0.798535888996977
"SAPCD2" -1.25216748538236 4.69422718624503 0.0102487125049336 0.798535888996977
"RRAGC" -1.23697947610363 6.42663164272232 0.0103483462842006 0.798535888996977
"IZUMO1R" -1.23939135252783 6.1529637327588 0.0103833504246882 0.798535888996977
"TSSK4" 1.24903924255474 4.06867712608034 0.010384888885691 0.798535888996977
"DEPTOR" 1.2476026981177 4.31137923423111 0.010489652737824 0.798535888996977
"RAD51D" 1.23667538646665 6.27862683929725 0.0105242614832742 0.798535888996977
"ACSM1" 1.26128090827975 1.8593005121656 0.0105502173799207 0.798535888996977
"RP11-1212A22.4" -1.23667625113675 6.07709377437368 0.0105592499499269 0.798535888996977
"PLXNA3" -1.24835972444507 3.5497762000452 0.0105824018132988 0.798535888996977
"PLD3" -1.24665280264354 3.68963766402955 0.0105949747975117 0.798535888996977
"FCGR2B" 1.24529767136813 4.1412097687933 0.0106063537318416 0.798535888996977
"NSG1" -2.99951801081518 -3.83135692253081 0.0106439559863308 0.798535888996977
"C2CD4A" 1.24929854955579 3.26137426069459 0.0106885181166846 0.798886964161599
"SEMA3F" 1.22770432674977 6.47904204658218 0.010843517846744 0.807459130067396
"NRAP" -1.2232998344345 5.33984917833107 0.0108988140283363 0.808570902968906
"ARNT" 1.27063356370665 1.09001309242732 0.0109805459646654 0.811628473129938
"INHA" -1.2156196050541 7.52821863334502 0.0110824618034229 0.814195527620064
"KMT2B" -1.23668261590448 4.0803505607232 0.011167134184136 0.814195527620064
"SAP30L" -1.22410943961368 5.14329505464069 0.0112136935373721 0.814195527620064
"IGFALS" -1.24722375021084 2.02501653421902 0.0112458740030077 0.814195527620064
"COMTD1" -1.23827582850192 4.56477533038528 0.0113149025639122 0.814195527620064
"LPAR2" 1.23340785370896 3.91006113939255 0.0113687810695164 0.814195527620064
"EN2" -1.25883965174322 1.31518368271463 0.0113691572614577 0.814195527620064
"KRTAP5-3" -1.23489176217265 3.61698841397504 0.0113788620747518 0.814195527620064
"CSK" 1.21083028211876 7.33933281618411 0.0113810966868163 0.814195527620064
"VAMP8" 1.21406307532758 6.78770129434726 0.0114273330011093 0.814593976317513
"LSM14B" -1.23044664193392 3.89028053839514 0.0115889605895514 0.823186062302496
"DDX39A" -1.28555929124673 0.241653411842079 0.0116881825809998 0.825526215418305
"TTC16" -1.22801934428767 4.24481522363682 0.0117161157331242 0.825526215418305
"AIFM1" -1.32840201560988 -0.334915169194218 0.0117455429780948 0.825526215418305
"UGT2B28" -1.20335621857825 7.36443761449192 0.0118875624986149 0.832404489112793
"KRTAP21-3" 1.23131320036241 3.08182465578518 0.0119452874686378 0.832404489112793
"SRMS" -1.2259225372246 4.39516838562299 0.0119680741283253 0.832404489112793
"PDHA2" -1.20269114884246 6.88032198636269 0.0121360347840263 0.83395099897388
"PPIL3" -1.20928970574553 6.42591915846649 0.0121371908387427 0.83395099897388
"USP17L12" -1.20448390690531 5.33031225929645 0.0121677032885762 0.83395099897388
"GCNT7" -1.20679239922415 5.71750400705917 0.0121972421668668 0.83395099897388
"ZBTB4" 1.20795375875979 5.82758038722779 0.012235691228662 0.83395099897388
"ZYX" 1.22380642545081 4.56422987049428 0.0122626573230325 0.83395099897388
"B3GALT1" -1.22050682764781 3.67472988096299 0.0123023174922615 0.83395099897388
"TRADD" -1.22586890445168 2.5556688611057 0.0123562214352384 0.83395099897388
"CD244" -1.20230321111613 6.60626548363243 0.0123650065745715 0.83395099897388
"CYP1A1" 1.19875823778602 5.49227335508438 0.0124253444743261 0.835208305923579
"CSTL1" 1.20473921324103 6.22005329745008 0.0126459294213398 0.846241783327111
"NFASC" -1.22915194199165 1.80822705022737 0.0126845424055751 0.846241783327111
"TMEM38A" 1.20851914764802 4.88602506196245 0.0127402168766995 0.846241783327111
"RASSF1" 1.21401033543316 4.38038961552553 0.0127635446965282 0.846241783327111
"IMPA1" -1.21152302783091 4.04834129965654 0.0128746202162137 0.846241783327111
"KRTAP19-2" 1.19982141705603 5.90798523665018 0.0129101822311965 0.846241783327111
"STK38" -1.21004651922274 4.05161314385874 0.0129849299134057 0.846241783327111
"ANKLE1" 1.21497006360298 3.21425351011873 0.0130128363300825 0.846241783327111
"NFATC3" 1.18936631907868 5.46045313392231 0.0130621585279614 0.846241783327111
"SNAPIN" -1.20904039850506 3.53227492235018 0.013228552436481 0.846241783327111
"ZNF865" -1.20706597150309 4.32576744428569 0.0132333246311813 0.846241783327111
"ATP5S" 1.2085067023712 4.4745073360156 0.0132625854793917 0.846241783327111
"TMPRSS11D" 1.1875330139568 5.50499116949969 0.0132683254653615 0.846241783327111
"FABP3" -1.18214378189505 7.25146096820288 0.0134176918416421 0.846241783327111
"CDKN2C" 1.18629207613243 6.7526597901862 0.0134249170277418 0.846241783327111
"INTS6L" -1.19371376686672 6.21859307849533 0.0134653781572693 0.846241783327111
"GZMM" -1.19222085317926 5.98007809054582 0.0135715406610086 0.846241783327111
"SLC9A8" 1.19204237896257 6.18593829370207 0.0135926231557716 0.846241783327111
"ZFAT" -1.18844921336423 5.78592502879859 0.0136244601707925 0.846241783327111
"TET3" 1.18885617613129 5.82674977547882 0.0136352958145291 0.846241783327111
"C17orf107" -1.18248809243284 5.35682417071583 0.0137312931398314 0.846241783327111
"LYRM7" 1.1911640334679 5.01189771619348 0.0137833730081686 0.846241783327111
"RP11-277P12.6" 1.18194230195389 6.69323229920396 0.0138075569937399 0.846241783327111
"SOBP" 1.18516954441704 6.48178604148127 0.0138201197576522 0.846241783327111
"SMIM6" -1.19899923232061 3.74956421026494 0.013848088821353 0.846241783327111
"AC104389.1" -1.18364801427821 5.25707975795794 0.0138605702700171 0.846241783327111
"RPS18" -1.1838921184629 6.48359911263152 0.0139218908449072 0.846241783327111
"CA11" -1.18396789758423 5.21216970015285 0.0139355364102531 0.846241783327111
"TRIM44" -1.19697284720604 3.89315679795703 0.0139851603559354 0.846241783327111
"ACTG2" -1.19146805538915 4.87055776425604 0.014065071941603 0.846241783327111
"MYO1F" -1.17412677832387 7.65914593148421 0.0140723126717776 0.846241783327111
"LIMD2" -1.1852929520664 6.20652030508601 0.0141196280620732 0.846241783327111
"TTLL4" 1.20219749574127 2.9963755170041 0.0141686394113084 0.846241783327111
"XPO5" 1.20107309348421 2.53050016099485 0.0141816504491534 0.846241783327111
"ALDH1A3" -1.18498220295977 5.04939588849301 0.0142040679806921 0.846241783327111
"FCRL5" 1.19654159235729 4.58123658593851 0.014252390579512 0.846241783327111
"ATP6V1C2" -1.18239518705334 6.18394244330256 0.0143558673023201 0.846241783327111
